35§879999600§19.703701§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([17, 24, 18, 39, 37, 32, 10, 23, 48, 25, 15, 14, 12, 30]))§6489§1.6030095
46§1039999500§19.677944§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([18, 10, 32, 39, 30, 17, 38, 24, 23, 48, 25, 15, 14, 12]))§8396§1.7835729
47§879999600§19.523634§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([32, 39, 30, 17, 38, 10, 23, 48, 25, 15, 14, 12, 18]))§8570§1.7990717
50§979999550§19.454893§Chromosome(steinerPoints=[(6.147972, 7.3309693)], includedObstacleCornersIndices=set([18, 10, 32, 37, 48, 14, 17, 22, 30, 39, 12, 24, 15, 25]))§9096§1.84267
55§1139999500§19.429136§Chromosome(steinerPoints=[(6.147972, 7.3309693)], includedObstacleCornersIndices=set([24, 14, 48, 39, 22, 38, 30, 17, 25, 12, 15, 18, 10, 32]))§9974§1.9188259
56§959999550§19.308033§Chromosome(steinerPoints=[(6.147972, 7.3309693), (3.125667, 1.7018437)], includedObstacleCornersIndices=set([48, 14, 22, 12, 24, 15, 25, 26, 18, 10, 17, 39, 37, 32, 30]))§10148§1.9334447
57§839999740§19.146496§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([18, 10, 32, 17, 37, 14, 30, 38, 12, 15, 23, 25, 48]))§10329§1.950084
63§1219999400§19.138905§Chromosome(steinerPoints=[(6.147972, 7.3309693)], includedObstacleCornersIndices=set([48, 14, 23, 25, 18, 10, 32, 17, 37, 30, 38, 12, 15]))§11390§2.0388863
64§1299999400§19.051998§Chromosome(steinerPoints=[(6.147972, 7.3309693)], includedObstacleCornersIndices=set([48, 14, 12, 24, 15, 25, 10, 32, 17, 37, 22, 30, 38, 18]))§11568§2.0542247
69§1099999500§19.048347§Chromosome(steinerPoints=[(3.8433402, 2.6545324)], includedObstacleCornersIndices=set([48, 14, 23, 25, 32, 17, 37, 30, 38, 12, 15, 10, 18]))§12474§2.1370869
72§1139999500§19.040756§Chromosome(steinerPoints=[(6.147972, 7.3309693), (3.8433402, 2.6545324)], includedObstacleCornersIndices=set([48, 14, 12, 15, 23, 25, 32, 17, 37, 30, 38, 10, 18]))§13005§2.1851048
74§1099999500§18.833584§Chromosome(steinerPoints=[(3.1511803, 3.8214207), (5.6120615, 8.2163515)], includedObstacleCornersIndices=set([18, 10, 32, 17, 37, 30, 38, 12, 15, 23, 25, 48, 14]))§13373§2.2171998
78§1359999200§18.825993§Chromosome(steinerPoints=[(6.147972, 7.3309693), (5.6120615, 8.2163515), (3.1511803, 3.8214207)], includedObstacleCornersIndices=set([48, 14, 23, 25, 15, 12, 32, 17, 37, 30, 38, 18, 10]))§14095§2.2851775
79§999999500§18.811947§Chromosome(steinerPoints=[(6.147972, 7.3309693), (5.6120615, 8.2163515), (3.8433402, 2.6545324)], includedObstacleCornersIndices=set([48, 14, 23, 25, 15, 12, 32, 17, 37, 30, 38, 10, 18]))§14275§2.3010285
85§1259999400§18.777756§Chromosome(steinerPoints=[(3.1511803, 3.8214207), (3.4948268, 2.5240076), (5.6120615, 8.2163515), (3.8433402, 2.6545324)], includedObstacleCornersIndices=set([32, 17, 37, 30, 10, 18, 23, 25, 48, 14, 38, 12, 15]))§15370§2.4000795
87§1319999200§18.735437§Chromosome(steinerPoints=[(5.6120615, 8.2163515), (3.1511803, 3.8214207), (3.8433402, 2.6545324)], includedObstacleCornersIndices=set([14, 12, 15, 23, 25, 48, 32, 37, 18, 10, 17, 30, 38]))§15749§2.4363933
88§1359999200§18.727846§Chromosome(steinerPoints=[(3.1511803, 3.8214207), (6.147972, 7.3309693), (5.6120615, 8.2163515), (3.8433402, 2.6545324)], includedObstacleCornersIndices=set([18, 10, 32, 37, 48, 14, 23, 25, 17, 30, 38, 12, 15]))§15931§2.4549737
99§1039999500§18.692825§Chromosome(steinerPoints=[(3.1511803, 3.8214207), (5.6120615, 8.2163515), (6.0949416, 7.101782), (3.8433402, 2.6545324)], includedObstacleCornersIndices=set([32, 37, 18, 10, 17, 30, 38, 12, 15, 48, 14, 23, 25]))§17954§2.6520762
600§1239999400§18.692825§Chromosome(steinerPoints=[(5.6120615, 8.2163515), (6.0949416, 7.101782), (3.8433402, 2.6545324), (3.1511803, 3.8214207)], includedObstacleCornersIndices=set([48, 14, 23, 25, 12, 15, 38, 17, 30, 32, 37, 18, 10]))§127334§13.892356
